time,temp,temp_min,temp_max,rain,humidity,snow
2019.12.27,-1.7,-4.6,2.6,,45.4,
2019.12.28,1.1,-3.6,6.1,,47.6,
2019.12.29,3.8,1.1,6.2,1.4,52.5,
2019.12.30,2.7,-5.7,6.8,0.4,70.3,
2019.12.31,-7.9,-10.9,-4.5,0,39.3,
2020.1.1,-2.2,-6.5,0.3,0.1,64.4,0
2020.1.2,1,-0.7,3.8,,65.4,
2020.1.3,-0.1,-3.4,4.6,,56.9,
2020.1.4,1.2,-2.8,6.1,,50.8,
2020.1.5,1.3,-3.2,6.6,,45.6,
2020.1.6,3.1,0.6,4.6,1.8,65.4,
2020.1.7,6.3,4.2,7.7,46.3,95,
2020.1.8,2.4,-0.4,8.9,11.6,86.1,
2020.1.9,-1.2,-3.1,2,,65.3,
2020.1.10,-0.6,-4.3,4.2,,62.9,
2020.1.11,-0.1,-2.6,3.9,,60.9,
2020.1.12,-1,-3.5,2.8,,61.5,
2020.1.13,-2.9,-4.7,0.2,,51,
2020.1.14,-2.3,-5.7,2.6,,45.3,
2020.1.15,-2.7,-6.4,2.2,,44.8,
2020.1.16,-1.7,-5.5,3.2,,43,
2020.1.17,-0.6,-4.8,4.9,,43.9,
2020.1.18,0.3,-4.1,5.9,,48.1,
2020.1.19,1.9,-0.4,5.3,0.6,62.8,0.3
2020.1.20,0.7,-3.3,5.5,,46.8,
2020.1.21,-0.4,-5.6,5.5,,36.9,
2020.1.22,3,-0.1,7.8,,36,
2020.1.23,4.6,0,9.9,,49.3,
2020.1.24,2.8,-1.3,7.4,,63,
2020.1.25,4.3,0.6,8.8,,63.1,
2020.1.26,5.5,-0.2,11.9,,56.3,
2020.1.27,5.9,4.8,7.5,0.1,48.1,
2020.1.28,6.8,4.3,9.9,0,49.4,
2020.1.29,6,3.2,9.6,,46.4,
2020.1.30,5.2,1.4,10.4,,47,
2020.1.31,3.9,1.4,8.9,0,59.6,
2020.2.1,2.6,-1.2,7.6,,66.6,
2020.2.2,1.5,-2.1,5.3,,52.3,
